method,dataset,mask,budget,impresions,click,win_rate,ecpc,cer,wrc,cost_time
Normal,ipinyou,0.1,0.03125,5606.0,7.0,0.035921390720415676,43904.71428571428,0.00015943618160106464,1.1688100763802025e-07,0.0011733333269755045
IIBidder,ipinyou,0.1,0.0625,56329.0,119.0,0.3609375700838766,4848.403361344538,0.02454416250693289,6.255850840333413e-07,0.01603611707687378
AC_GAIL,ipinyou,0.1,0.0625,21455.0,50.0,0.13747653191339415,1983.78,0.025204407746826765,1.3860058263859314e-06,0.011087131500244141
PPO_GAIL,ipinyou,0.1,0.0625,35993.0,82.0,0.23063121944343018,2354.9634146341464,0.03482007384507035,1.19431827662089e-06,0.013352286815643311
PPO,ipinyou,0.1,0.0625,35990.0,82.0,0.23061199643733649,2354.5731707317073,0.03482584487893306,1.1944166590047209e-06,0.03329756259918213
DRLB,ipinyou,0.1,0.0625,70009.0,148.0,0.4485944778711164,4870.9121621621625,0.030384452659541265,6.222743643264503e-07,0.008149313926696777
Lin,ipinyou,0.1,0.0625,36041.0,80.0,0.23093878754082145,7683.1375,0.0104124128977257,3.7572343905862263e-07,0.0005447149276733398
Gamma,ipinyou,0.1,0.0625,10969.0,25.0,0.07028571794723826,24524.6,0.0010193846178938699,1.1463708757286685e-07,0.0014464775721232095
Uniform,ipinyou,0.1,0.0625,15971.0,30.0,0.1023368767741468,20488.9,0.0014642074489113618,1.6649157474558873e-07,0.0025834997495015463
Normal,ipinyou,0.1,0.0625,11040.0,35.0,0.07074066242478934,17562.0,0.001992939300763011,1.1508722147622193e-07,0.0011035680770874023
IIBidder,ipinyou,0.1,0.125,70459.0,148.0,0.4514779287851706,4976.121621621622,0.029742038328992783,6.13032955744285e-07,0.016015354792277017
AC_GAIL,ipinyou,0.1,0.125,21531.0,55.0,0.13796351473443433,1800.5636363636363,0.030545990649392615,1.3931346218298748e-06,0.011165253321329753
PPO_GAIL,ipinyou,0.1,0.125,36051.0,85.0,0.23100286422790806,2274.4,0.037372493844530424,1.1949000860105732e-06,0.013523733615875244
PPO,ipinyou,0.1,0.125,36049.0,85.0,0.23099004889051225,2274.164705882353,0.03737636055125605,1.1949574188351625e-06,0.033395866552988686
DRLB,ipinyou,0.1,0.125,130746.0,382.0,0.837777051575327,15553.526178010472,0.024560346999645037,1.410055583387897e-07,0.009360682964324952
Lin,ipinyou,0.1,0.125,67634.0,151.0,0.43337626471401247,8141.317880794702,0.01854736569815161,3.525278745033001e-07,0.0005940000216166178
Gamma,ipinyou,0.1,0.125,21689.0,45.0,0.13897592638872328,27283.155555555557,0.0016493693300383956,1.1319636078974514e-07,0.0014198660850524903
Uniform,ipinyou,0.1,0.125,31251.0,63.0,0.20024605447793473,19513.31746031746,0.003228564293494309,1.628892067020852e-07,0.0025875171025594077
Normal,ipinyou,0.1,0.125,21936.0,46.0,0.14055862055710178,26724.804347826088,0.001721247400029772,1.1433655963406555e-07,0.0011377731959025066
IIBidder,ipinyou,0.1,0.25,70257.0,149.0,0.45018357970819534,4901.953020134229,0.030396048144076256,6.16359702827931e-07,0.016485297679901124
AC_GAIL,ipinyou,0.1,0.25,21524.0,50.0,0.1379186610535491,1983.78,0.025204407746826765,1.3904632676360192e-06,0.012733864784240722
PPO_GAIL,ipinyou,0.1,0.25,35993.0,82.0,0.23063121944343018,2354.9634146341464,0.03482007384507035,1.19431827662089e-06,0.013868939876556397
PPO,ipinyou,0.1,0.25,35990.0,82.0,0.23061199643733649,2354.5731707317073,0.03482584487893306,1.1944166590047209e-06,0.03365338643391927
DRLB,ipinyou,0.1,0.25,22130.0,54.0,0.14180170828447497,5328.888888888889,0.010133444537114261,4.927776907300354e-07,0.00907676617304484
Lin,ipinyou,0.1,0.25,93971.0,224.0,0.6021350352101525,7775.424107142857,0.028808717944301385,3.457178410744433e-07,0.0006162126859029134
Gamma,ipinyou,0.1,0.25,43329.0,105.0,0.2776378770111538,23400.77142857143,0.004487031563062024,1.1299500383225209e-07,0.0014488339424133302
Uniform,ipinyou,0.1,0.25,68505.0,170.0,0.4389573441498977,14462.835294117647,0.011754265089995372,1.785335981431912e-07,0.0025633811950683595
Normal,ipinyou,0.1,0.25,48801.0,148.0,0.31270064012615245,16612.70945945946,0.008908841773292266,1.2718227379889968e-07,0.0011687358220418295
IIBidder,ipinyou,0.1,0.5,70222.0,148.0,0.44995931130376854,4925.6621621621625,0.030046721664531317,6.172298295794619e-07,0.0169601837793986
AC_GAIL,ipinyou,0.1,0.5,21682.0,55.0,0.1389310727078169,1800.5636363636363,0.030545990649392615,1.40290487532002e-06,0.012505912780761718
PPO_GAIL,ipinyou,0.1,0.5,36051.0,85.0,0.23100286422790806,2274.4,0.037372493844530424,1.1949000860105732e-06,0.013866567611694336
PPO,ipinyou,0.1,0.5,36049.0,85.0,0.23099004889051225,2274.164705882353,0.03737636055125605,1.1949574188351625e-06,0.03422550360361735
DRLB,ipinyou,0.1,0.5,117798.0,324.0,0.7548105572749477,13508.478395061727,0.023984936757824933,1.7245926193013846e-07,0.008504947026570639
Lin,ipinyou,0.1,0.5,94150.0,221.0,0.6032820079070697,7911.095022624434,0.027935450069551213,3.450575215443284e-07,0.0006122668584187825
Gamma,ipinyou,0.1,0.5,95983.0,267.0,0.6150272646302487,18410.850187265918,0.014502317779147088,1.2511496632730796e-07,0.0015320022900899251
Uniform,ipinyou,0.1,0.5,127875.0,339.0,0.819380634742429,12939.557522123894,0.026198732021584358,1.8679556976786305e-07,0.0026831666628519693
Normal,ipinyou,0.1,0.5,78180.0,232.0,0.5009515388022309,16466.775862068964,0.014088975397692114,1.3112912280062123e-07,0.0012390812238057454
IIBidder,ipinyou,0.2,0.03125,35904.0,69.0,0.23006093692931723,4329.724637681159,0.015936348330214796,7.700758723127864e-07,0.016076703866322834
AC_GAIL,ipinyou,0.2,0.03125,26707.0,59.0,0.17112960791475246,1318.9830508474577,0.044731431508609615,2.19904404927721e-06,0.011248830954233806
PPO_GAIL,ipinyou,0.2,0.03125,27689.0,59.0,0.17742193857608807,5063.525423728814,0.011651960849947112,5.938849417438378e-07,0.013385903835296632
PPO,ipinyou,0.2,0.03125,14965.0,31.0,0.09589076206403829,9636.41935483871,0.0032169625312574272,3.2099582586236453e-07,0.03474477926890055
DRLB,ipinyou,0.2,0.03125,24652.0,50.0,0.15796184874057279,1279.4,0.03908081913396905,2.4693113762790804e-06,0.007626203695933024
Lin,ipinyou,0.2,0.03125,23521.0,44.0,0.15071477544325532,6984.409090909091,0.006299745537137911,4.904259989562966e-07,0.0005297183990478516
Gamma,ipinyou,0.2,0.03125,6314.0,13.0,0.040458020158525766,23548.46153846154,0.0005520530493581158,1.321596059142383e-07,0.001416166623433431
Uniform,ipinyou,0.2,0.03125,9373.0,19.0,0.06005907870538843,16175.473684210527,0.0011746178424775651,1.9541957188397128e-07,0.0024756352106730145
Normal,ipinyou,0.2,0.03125,6327.0,17.0,0.04054131985159841,18078.235294117647,0.000940357270686233,1.319146189815456e-07,0.0011050979296366374
IIBidder,ipinyou,0.2,0.0625,64767.0,132.0,0.41500547855673703,4056.871212121212,0.032537389800693546,7.74976757646001e-07,0.01679066816965739
AC_GAIL,ipinyou,0.2,0.0625,27418.0,67.0,0.17568546035895785,1174.865671641791,0.057027796127852026,2.231890090438511e-06,0.011520000298817952
PPO_GAIL,ipinyou,0.2,0.0625,47626.0,104.0,0.3051716294060733,5689.182692307692,0.01828030591118435,5.157757711684172e-07,0.01371935208638509
PPO,ipinyou,0.2,0.0625,42197.0,104.0,0.270384396045187,1476.9615384615386,0.07041483294705866,1.7602692380744446e-06,0.03393313487370809
DRLB,ipinyou,0.2,0.0625,68096.0,155.0,0.4363366076520384,7093.7225806451615,0.021850304721939526,3.9684028464243116e-07,0.010311635335286458
Lin,ipinyou,0.2,0.0625,42143.0,75.0,0.2700383819354249,8195.506666666666,0.009151356108957266,4.393275370982553e-07,0.0005875349044799805
Gamma,ipinyou,0.2,0.0625,12330.0,26.0,0.07900655504508362,23597.0,0.001101834979022757,1.2877542295970417e-07,0.0015223185221354167
Uniform,ipinyou,0.2,0.0625,18192.0,36.0,0.11656830895218835,17074.166666666668,0.00210844843574601,1.896437258239191e-07,0.0027141650517781574
Normal,ipinyou,0.2,0.0625,12679.0,25.0,0.08124283142065161,24586.72,0.0010168090741668673,1.3217351711924424e-07,0.0012182831764221192
IIBidder,ipinyou,0.2,0.125,69310.0,144.0,0.4441155174512861,4004.5,0.03595954551129979,7.701674460871902e-07,0.01824959913889567
AC_GAIL,ipinyou,0.2,0.125,27418.0,67.0,0.17568546035895785,1174.865671641791,0.057027796127852026,2.231890090438511e-06,0.012201682726542155
PPO_GAIL,ipinyou,0.2,0.125,74395.0,164.0,0.47669851278009545,7065.993902439024,0.023209756796335593,4.1136438677873623e-07,0.016203904151916505
PPO,ipinyou,0.2,0.125,42197.0,104.0,0.270384396045187,1476.9615384615386,0.07041483294705866,1.7602692380744446e-06,0.03701919714609782
DRLB,ipinyou,0.2,0.125,116993.0,301.0,0.7496523839731392,15523.20265780731,0.01939032857041351,1.6043979689885276e-07,0.010005664825439454
Lin,ipinyou,0.2,0.125,79124.0,176.0,0.5070003780530116,6984.869318181818,0.02519732180842194,4.124177325281933e-07,0.0007526318232218425
Gamma,ipinyou,0.2,0.125,24484.0,47.0,0.1568853603993221,26133.0,0.0017984923277082616,1.2773070032047366e-07,0.0015472014745076498
Uniform,ipinyou,0.2,0.125,36418.0,75.0,0.23335447863992548,16391.173333333332,0.004575633389678022,1.8982125228368883e-07,0.002745834986368815
Normal,ipinyou,0.2,0.125,25260.0,60.0,0.1618577113088837,20489.016666666666,0.0029283982231130337,1.316621761650215e-07,0.0012232542037963867
IIBidder,ipinyou,0.2,0.25,69325.0,144.0,0.44421163248175455,4007.6805555555557,0.035931007475229856,7.69722776200134e-07,0.018158451716105143
AC_GAIL,ipinyou,0.2,0.25,27418.0,67.0,0.17568546035895785,1174.865671641791,0.057027796127852026,2.231890090438511e-06,0.0133568008740743
PPO_GAIL,ipinyou,0.2,0.25,42197.0,104.0,0.270384396045187,1476.9615384615386,0.07041483294705866,1.7602692380744446e-06,0.014927566051483154
PPO,ipinyou,0.2,0.25,42197.0,104.0,0.270384396045187,1476.9615384615386,0.07041483294705866,1.7602692380744446e-06,0.0378300150235494
DRLB,ipinyou,0.2,0.25,61150.0,128.0,0.39182894087644127,3170.3359375,0.040374270273999945,9.65564426276891e-07,0.00968110164006551
Lin,ipinyou,0.2,0.25,88506.0,199.0,0.5671171257763427,6958.62311557789,0.028597611437600288,4.095400419827918e-07,0.0006875475247701009
Gamma,ipinyou,0.2,0.25,49535.0,114.0,0.3174038689504231,21557.026315789473,0.005288298967121479,1.2915716776938162e-07,0.0016764044761657716
Uniform,ipinyou,0.2,0.25,80158.0,182.0,0.5136259074865998,13509.247252747253,0.013472253234760236,2.0890285876080803e-07,0.002925384044647217
Normal,ipinyou,0.2,0.25,55631.0,144.0,0.35646501733292163,17074.1875,0.00843378345236047,1.449820970547735e-07,0.0013872027397155763
IIBidder,ipinyou,0.2,0.5,69840.0,145.0,0.4475115818611718,4097.8,0.0353848406462004,7.531570041135139e-07,0.019979468981424966
AC_GAIL,ipinyou,0.2,0.5,27418.0,67.0,0.17568546035895785,1174.865671641791,0.057027796127852026,2.231890090438511e-06,0.012823386987050375
PPO_GAIL,ipinyou,0.2,0.5,42197.0,104.0,0.270384396045187,1476.9615384615386,0.07041483294705866,1.7602692380744446e-06,0.014312497774759929
PPO,ipinyou,0.2,0.5,42197.0,104.0,0.270384396045187,1476.9615384615386,0.07041483294705866,1.7602692380744446e-06,0.03551524877548218
DRLB,ipinyou,0.2,0.5,46965.0,108.0,0.30093616039676324,1794.148148148148,0.0601956979480616,1.5530746067295078e-06,0.008371313412984213
Lin,ipinyou,0.2,0.5,88506.0,199.0,0.5671171257763427,6958.62311557789,0.028597611437600288,4.095400419827918e-07,0.0006170034408569336
Gamma,ipinyou,0.2,0.5,109190.0,283.0,0.6996533451228978,17371.636042402828,0.016290923854795185,1.4231666483724184e-07,0.0015636642773946127
Uniform,ipinyou,0.2,0.5,131325.0,322.0,0.8414870917500491,12122.32298136646,0.026562565648098523,2.155786439242138e-07,0.002686134974161784
Normal,ipinyou,0.2,0.5,78041.0,207.0,0.5000608728532282,16294.048309178745,0.012704025179757997,1.482598408396736e-07,0.0012173652648925781
IIBidder,ipinyou,0.3,0.03125,45528.0,89.0,0.2917283404778842,3332.4044943820227,0.026707442073746392,9.836280462799214e-07,0.01589966615041097
AC_GAIL,ipinyou,0.3,0.03125,30683.0,70.0,0.1966064986575935,862.3,0.08117824423054622,3.2571776255793226e-06,0.012727296352386475
PPO_GAIL,ipinyou,0.3,0.03125,33164.0,56.0,0.2125039246970776,5375.660714285715,0.01041732411630464,7.059063327666619e-07,0.013838279247283935
PPO,ipinyou,0.3,0.03125,16147.0,32.0,0.10346462646495334,9407.3125,0.0034016091205644546,3.4369747757712865e-07,0.03416459957758586
DRLB,ipinyou,0.3,0.03125,88774.0,186.0,0.5688343809871659,12546.967741935483,0.014824298892419709,2.437441000126689e-07,0.009250768025716146
Lin,ipinyou,0.3,0.03125,27428.0,41.0,0.17574953704590635,7495.4390243902435,0.005469993134035983,5.718909940220764e-07,0.0005269487698872884
Gamma,ipinyou,0.3,0.03125,7094.0,8.0,0.04545600174288434,38306.125,0.00020884388593208006,1.4833137567061514e-07,0.001410531997680664
Uniform,ipinyou,0.3,0.03125,11357.0,16.0,0.07277189340202445,19208.3125,0.0008329727038749499,2.3678515942649973e-07,0.0025215347607930503
Normal,ipinyou,0.3,0.03125,7211.0,7.0,0.046205698980538126,43904.42857142857,0.00015943721915459227,1.5034506437859547e-07,0.0010902166366577148
IIBidder,ipinyou,0.3,0.0625,66586.0,127.0,0.42666102791821253,3507.8976377952754,0.03620402107280984,9.577062958458473e-07,0.016346669197082518
AC_GAIL,ipinyou,0.3,0.0625,30871.0,68.0,0.19781114037279848,893.9705882352941,0.07606514229314032,3.2540079021680947e-06,0.01147135098775228
PPO_GAIL,ipinyou,0.3,0.0625,52693.0,104.0,0.33763928669832116,5634.3942307692305,0.01845806234715697,5.761988724784781e-07,0.013772368431091309
PPO,ipinyou,0.3,0.0625,45710.0,94.0,0.2928945361809014,1245.5744680851064,0.07546718595196611,2.5015761007558795e-06,0.035845998922983804
DRLB,ipinyou,0.3,0.0625,39438.0,81.0,0.2527056381076874,1329.7530864197531,0.060913564200167115,2.3461669121501014e-06,0.008914132912953695
Lin,ipinyou,0.3,0.0625,49780.0,86.0,0.31897374778141263,7147.1511627906975,0.01203276634860206,5.189476174136916e-07,0.0005851308504740397
Gamma,ipinyou,0.3,0.0625,14001.0,22.0,0.08971376943927878,27910.409090909092,0.0007882363862293149,1.4610673020212202e-07,0.001547400156656901
Uniform,ipinyou,0.3,0.0625,21557.0,39.0,0.13813011412060197,15760.74358974359,0.002474502537137874,2.2472275992542647e-07,0.002680369218190511
Normal,ipinyou,0.3,0.0625,14285.0,15.0,0.0915335473494831,40977.933333333334,0.00036605067117424176,1.4891518418772234e-07,0.0011765519777933756
IIBidder,ipinyou,0.3,0.125,66448.0,126.0,0.4257767696379026,3500.4761904761904,0.03599510270711468,9.653488632791516e-07,0.01919551690419515
AC_GAIL,ipinyou,0.3,0.125,30871.0,68.0,0.19781114037279848,893.9705882352941,0.07606514229314032,3.2540079021680947e-06,0.013631467024485271
PPO_GAIL,ipinyou,0.3,0.125,77224.0,152.0,0.49482580752644817,7042.743421052632,0.021582498596446325,4.6223932204055516e-07,0.014731669425964355
PPO,ipinyou,0.3,0.125,45710.0,94.0,0.2928945361809014,1245.5744680851064,0.07546718595196611,2.5015761007558795e-06,0.034800549348195396
DRLB,ipinyou,0.3,0.125,49285.0,99.0,0.3158019517758851,1429.5050505050506,0.06925473957928505,2.231484739196904e-06,0.007917400201161702
Lin,ipinyou,0.3,0.125,81222.0,160.0,0.5204436669811238,6594.125,0.024264022899171612,4.932834786468293e-07,0.0006004492441813151
Gamma,ipinyou,0.3,0.125,28260.0,49.0,0.18108071740254972,25075.530612244896,0.0019540962365945823,1.4737573860731758e-07,0.0014528830846150715
Uniform,ipinyou,0.3,0.125,43545.0,80.0,0.2790219334499037,15366.775,0.005206037050714935,2.2696851929723683e-07,0.0025371511777242026
Normal,ipinyou,0.3,0.125,29859.0,54.0,0.1913265796504737,22765.48148148148,0.002372012208216468,1.5563408185432924e-07,0.0011387348175048828
IIBidder,ipinyou,0.3,0.25,66448.0,126.0,0.4257767696379026,3500.4761904761904,0.03599510270711468,9.653488632791516e-07,0.01664323409398397
AC_GAIL,ipinyou,0.3,0.25,30871.0,68.0,0.19781114037279848,893.9705882352941,0.07606514229314032,3.2540079021680947e-06,0.011345895131429036
PPO_GAIL,ipinyou,0.3,0.25,80266.0,157.0,0.5143179357054527,7330.71974522293,0.02141672379472823,4.468743223529747e-07,0.014052716890970866
PPO,ipinyou,0.3,0.25,45710.0,94.0,0.2928945361809014,1245.5744680851064,0.07546718595196611,2.5015761007558795e-06,0.034641265869140625
DRLB,ipinyou,0.3,0.25,85593.0,177.0,0.548451586859154,11248.774011299434,0.01573504808810301,2.754608220251266e-07,0.008866119384765624
Lin,ipinyou,0.3,0.25,81222.0,160.0,0.5204436669811238,6594.125,0.024264022899171612,4.932834786468293e-07,0.0005946993827819824
Gamma,ipinyou,0.3,0.25,58084.0,115.0,0.3721830286489106,21374.38260869565,0.0053802723617951435,1.5141369093148914e-07,0.0015192310015360515
Uniform,ipinyou,0.3,0.25,94986.0,210.0,0.6086388189384814,11708.004761904762,0.017936446411714248,2.475468834462386e-07,0.002642468611399333
Normal,ipinyou,0.3,0.25,64152.0,139.0,0.4110647623078675,17688.338129496402,0.007858284875740184,1.6718927615514978e-07,0.0011951128641764324
IIBidder,ipinyou,0.3,0.5,66464.0,126.0,0.425879292337069,3505.3968253968255,0.03594457525810542,9.64225892811694e-07,0.016809749603271484
AC_GAIL,ipinyou,0.3,0.5,30871.0,68.0,0.19781114037279848,893.9705882352941,0.07606514229314032,3.2540079021680947e-06,0.013718354701995849
PPO_GAIL,ipinyou,0.3,0.5,45712.0,94.0,0.29290735151829717,1245.8297872340424,0.07545171978003211,2.501172861959022e-06,0.014058232307434082
PPO,ipinyou,0.3,0.5,45710.0,94.0,0.2928945361809014,1245.5744680851064,0.07546718595196611,2.5015761007558795e-06,0.03458613157272339
DRLB,ipinyou,0.3,0.5,85206.0,180.0,0.5459718190730682,11311.277777777777,0.01591332151294431,2.681550954912591e-07,0.009582098325093586
Lin,ipinyou,0.3,0.5,81222.0,160.0,0.5204436669811238,6594.125,0.024264022899171612,4.932834786468293e-07,0.000616296132405599
Gamma,ipinyou,0.3,0.5,125491.0,300.0,0.8041047525667285,16388.66,0.018305340400008297,1.6354901347776014e-07,0.0015888690948486328
Uniform,ipinyou,0.3,0.5,134327.0,304.0,0.8607229131810276,11271.927631578947,0.02696965505246207,2.511837783959766e-07,0.0027066548665364582
Normal,ipinyou,0.3,0.5,78049.0,166.0,0.5001121342028111,17756.180722891568,0.009348857312878664,1.6967183129268788e-07,0.0012139201164245606
IIBidder,ipinyou,0.4,0.03125,37404.0,74.0,0.2396724399761635,4014.2162162162163,0.018434482851487282,8.068366480487036e-07,0.016117231051127116
AC_GAIL,ipinyou,0.4,0.03125,32246.0,72.0,0.20662168483240761,618.1666666666666,0.11647344297654354,4.642349349159873e-06,0.011695082982381184
PPO_GAIL,ipinyou,0.4,0.03125,37416.0,74.0,0.23974933200053827,4018.7837837837837,0.01841353105349877,8.061781902570304e-07,0.013712648550669353
PPO,ipinyou,0.4,0.03125,17096.0,38.0,0.1095455040592582,7977.368421052632,0.004763475621824899,3.6136934769168766e-07,0.037397567431132
