method,dataset,mask,budget,impresions,click,win_rate,ecpc,cer,wrc,cost_time
Uniform,ipinyou,0.1,0.0625,15971.0,30.0,0.1023368767741468,20488.9,0.0014642074489113618,1.6649157474558873e-07,0.010675772031148275
Normal,ipinyou,0.1,0.0625,11040.0,35.0,0.07074066242478934,17562.0,0.001992939300763011,1.1508722147622193e-07,0.005121294657389323
IIBidder,ipinyou,0.1,0.125,56483.0,113.0,0.3619243510633526,3637.9115044247787,0.03106177812807115,8.80414589386482e-07,0.15924224456151326
AC_GAIL,ipinyou,0.1,0.125,20638.0,52.0,0.13224146658721173,1953.1923076923076,0.02662308252761751,1.3020249550756328e-06,0.09176116784413656
PPO_GAIL,ipinyou,0.1,0.125,58378.0,116.0,0.374066883245869,3803.353448275862,0.03049940048369293,8.478608561089896e-07,0.12842397689819335
PPO,ipinyou,0.1,0.125,67276.0,157.0,0.43108231931976204,7413.0,0.02117900984756509,3.7039623051581963e-07,0.566662049293518
DRLB,ipinyou,0.1,0.125,75894.0,173.0,0.48630360815824414,8231.936416184972,0.02101571140173791,3.414753677930267e-07,0.07409528493881226
Lin,ipinyou,0.1,0.125,67634.0,151.0,0.43337626471401247,8141.317880794702,0.01854736569815161,3.525278745033001e-07,0.002803369363149007
Gamma,ipinyou,0.1,0.125,21689.0,45.0,0.13897592638872328,27283.155555555557,0.0016493693300383956,1.1319636078974514e-07,0.0070528427759806315
Uniform,ipinyou,0.1,0.125,31251.0,63.0,0.20024605447793473,19513.31746031746,0.003228564293494309,1.628892067020852e-07,0.015365501244862875
Normal,ipinyou,0.1,0.125,21936.0,46.0,0.14055862055710178,26724.804347826088,0.001721247400029772,1.1433655963406555e-07,0.011089340845743815
IIBidder,ipinyou,0.1,0.25,56508.0,115.0,0.3620845427808003,3575.521739130435,0.03216313824677457,8.805879173141051e-07,0.1884290297826131
AC_GAIL,ipinyou,0.1,0.25,20613.0,47.0,0.13208127486976434,2161.255319148936,0.021746620856673133,1.3002813068622878e-06,0.09929262399673462
PPO_GAIL,ipinyou,0.1,0.25,56723.0,115.0,0.36346219155084813,3610.808695652174,0.031848821051769685,8.75299984709792e-07,0.11936923662821451
PPO,ipinyou,0.1,0.25,70118.0,149.0,0.4492929137591875,4872.127516778523,0.030582122386345008,6.189059445926321e-07,0.41954896052678425
DRLB,ipinyou,0.1,0.25,130704.0,391.0,0.837507929490015,15203.3094629156,0.025718084667929682,1.4088800989453685e-07,0.14059695800145466
Lin,ipinyou,0.1,0.25,93971.0,224.0,0.6021350352101525,7775.424107142857,0.028808717944301385,3.457178410744433e-07,0.003347194194793701
Gamma,ipinyou,0.1,0.25,43329.0,105.0,0.2776378770111538,23400.77142857143,0.004487031563062024,1.1299500383225209e-07,0.009023551146189373
Uniform,ipinyou,0.1,0.25,68505.0,170.0,0.4389573441498977,14462.835294117647,0.011754265089995372,1.785335981431912e-07,0.015419371922810872
Normal,ipinyou,0.1,0.25,48801.0,148.0,0.31270064012615245,16612.70945945946,0.008908841773292266,1.2718227379889968e-07,0.006090470155080159
IIBidder,ipinyou,0.1,0.5,56495.0,113.0,0.3620012430877274,3638.504424778761,0.031056716388869296,8.804581360320841e-07,0.1338374376296997
AC_GAIL,ipinyou,0.1,0.5,20638.0,52.0,0.13224146658721173,1953.1923076923076,0.02662308252761751,1.3020249550756328e-06,0.10800611972808838
PPO_GAIL,ipinyou,0.1,0.5,56782.0,114.0,0.3638402440040239,3650.745614035088,0.031226497831493207,8.742271922438914e-07,0.129558531443278
PPO,ipinyou,0.1,0.5,70084.0,148.0,0.4490750530234587,4894.891891891892,0.030235601371534585,6.198892571730302e-07,0.3943529764811198
DRLB,ipinyou,0.1,0.5,130385.0,379.0,0.8354638831753858,15588.163588390502,0.024313319388196915,1.4141436100379692e-07,0.0955469806989034
Lin,ipinyou,0.1,0.5,94150.0,221.0,0.6032820079070697,7911.095022624434,0.027935450069551213,3.450575215443284e-07,0.004294927914937337
Gamma,ipinyou,0.1,0.5,95983.0,267.0,0.6150272646302487,18410.850187265918,0.014502317779147088,1.2511496632730796e-07,0.01858587662378947
Uniform,ipinyou,0.1,0.5,127875.0,339.0,0.819380634742429,12939.557522123894,0.026198732021584358,1.8679556976786305e-07,0.01718360185623169
Normal,ipinyou,0.1,0.5,78180.0,232.0,0.5009515388022309,16466.775862068964,0.014088975397692114,1.3112912280062123e-07,0.008747875690460205
IIBidder,ipinyou,0.2,0.03125,48224.0,96.0,0.30900341528741615,2968.7291666666665,0.03233706903206338,1.0842301184128175e-06,0.13029733896255494
AC_GAIL,ipinyou,0.2,0.03125,25174.0,53.0,0.16130665180087547,1505.0943396226414,0.035213739501065565,2.0221468196173432e-06,0.08820869922637939
PPO_GAIL,ipinyou,0.2,0.03125,20831.0,42.0,0.13347814664590593,7112.833333333333,0.005904819926424069,4.468052267896255e-07,0.1262951930363973
PPO,ipinyou,0.2,0.03125,27689.0,59.0,0.17742193857608807,5063.525423728814,0.011651960849947112,5.938849417438378e-07,0.3742245078086853
DRLB,ipinyou,0.2,0.03125,107276.0,281.0,0.6873890672356673,12610.992882562277,0.02228214722002975,1.9397556253826656e-07,0.05915921926498413
Lin,ipinyou,0.2,0.03125,23521.0,44.0,0.15071477544325532,6984.409090909091,0.006299745537137911,4.904259989562966e-07,0.0020206967989603677
Gamma,ipinyou,0.2,0.03125,6314.0,13.0,0.040458020158525766,23548.46153846154,0.0005520530493581158,1.321596059142383e-07,0.005989388624827067
Uniform,ipinyou,0.2,0.03125,9373.0,19.0,0.06005907870538843,16175.473684210527,0.0011746178424775651,1.9541957188397128e-07,0.01073315938313802
Normal,ipinyou,0.2,0.03125,6327.0,17.0,0.04054131985159841,18078.235294117647,0.000940357270686233,1.319146189815456e-07,0.004704085985819498
IIBidder,ipinyou,0.2,0.0625,58502.0,124.0,0.37486143416440815,2633.5403225806454,0.04708490655593629,1.1479133454120331e-06,0.12995786269505818
AC_GAIL,ipinyou,0.2,0.0625,25536.0,62.0,0.1636262278695144,1305.6774193548388,0.04748492934084396,2.0212746796807292e-06,0.09101560513178507
PPO_GAIL,ipinyou,0.2,0.0625,33927.0,76.0,0.21739297591357343,7983.618421052632,0.009519493040848448,3.582879018938013e-07,0.1112802783648173
PPO,ipinyou,0.2,0.0625,47626.0,104.0,0.3051716294060733,5689.182692307692,0.01828030591118435,5.157757711684172e-07,0.3662400722503662
DRLB,ipinyou,0.2,0.0625,61324.0,139.0,0.39294387522987534,5386.230215827338,0.02580654640263074,5.248446948785944e-07,0.06900215148925781
Lin,ipinyou,0.2,0.0625,42143.0,75.0,0.2700383819354249,8195.506666666666,0.009151356108957266,4.393275370982553e-07,0.0021117448806762694
Gamma,ipinyou,0.2,0.0625,12330.0,26.0,0.07900655504508362,23597.0,0.001101834979022757,1.2877542295970417e-07,0.005668059984842936
Uniform,ipinyou,0.2,0.0625,18192.0,36.0,0.11656830895218835,17074.166666666668,0.00210844843574601,1.896437258239191e-07,0.010305325190226236
Normal,ipinyou,0.2,0.0625,12679.0,25.0,0.08124283142065161,24586.72,0.0010168090741668673,1.3217351711924424e-07,0.004405482610066732
IIBidder,ipinyou,0.2,0.125,58503.0,124.0,0.37486784183310595,2634.064516129032,0.047075536396590574,1.1477045221205605e-06,0.15649643739064534
AC_GAIL,ipinyou,0.2,0.125,25536.0,62.0,0.1636262278695144,1305.6774193548388,0.04748492934084396,2.0212746796807292e-06,0.1298514684041341
PPO_GAIL,ipinyou,0.2,0.125,58764.0,124.0,0.3765402433632573,2669.1129032258063,0.04645738284436656,1.1376869304264959e-06,0.16230969429016112
PPO,ipinyou,0.2,0.125,74394.0,164.0,0.47669210511139753,7065.993902439024,0.023209756796335593,4.113588573159124e-07,0.3458685835202535
DRLB,ipinyou,0.2,0.125,69240.0,144.0,0.4436669806424333,3987.652777777778,0.03611146908338587,7.726401646792239e-07,0.05710535049438477
Lin,ipinyou,0.2,0.125,79124.0,176.0,0.5070003780530116,6984.869318181818,0.02519732180842194,4.124177325281933e-07,0.002277827262878418
Gamma,ipinyou,0.2,0.125,24484.0,47.0,0.1568853603993221,26133.0,0.0017984923277082616,1.2773070032047366e-07,0.006073931852976481
Uniform,ipinyou,0.2,0.125,36418.0,75.0,0.23335447863992548,16391.173333333332,0.004575633389678022,1.8982125228368883e-07,0.01067801316579183
Normal,ipinyou,0.2,0.125,25260.0,60.0,0.1618577113088837,20489.016666666666,0.0029283982231130337,1.316621761650215e-07,0.004892094930013021
IIBidder,ipinyou,0.2,0.25,58496.0,124.0,0.37482298815222076,2633.3225806451615,0.04708879987260054,1.1478905226814547e-06,0.12760554552078246
AC_GAIL,ipinyou,0.2,0.25,25536.0,62.0,0.1636262278695144,1305.6774193548388,0.04748492934084396,2.0212746796807292e-06,0.08836406071980794
PPO_GAIL,ipinyou,0.2,0.25,58589.0,124.0,0.3754189013411252,2646.516129032258,0.04685405036444748,1.1439838781999622e-06,0.11070272127787271
PPO,ipinyou,0.2,0.25,69240.0,144.0,0.4436669806424333,3987.652777777778,0.03611146908338587,7.726401646792239e-07,0.336471164226532
DRLB,ipinyou,0.2,0.25,108663.0,273.0,0.6962765037196519,14226.520146520146,0.01918951347120376,1.7927528006294077e-07,0.06351359685262044
Lin,ipinyou,0.2,0.25,88506.0,199.0,0.5671171257763427,6958.62311557789,0.028597611437600288,4.095400419827918e-07,0.0025458653767903646
Gamma,ipinyou,0.2,0.25,49535.0,114.0,0.3174038689504231,21557.026315789473,0.005288298967121479,1.2915716776938162e-07,0.00804513692855835
Uniform,ipinyou,0.2,0.25,80158.0,182.0,0.5136259074865998,13509.247252747253,0.013472253234760236,2.0890285876080803e-07,0.013176353772481282
Normal,ipinyou,0.2,0.25,55631.0,144.0,0.35646501733292163,17074.1875,0.00843378345236047,1.449820970547735e-07,0.004807742436726888
IIBidder,ipinyou,0.2,0.5,58496.0,124.0,0.37482298815222076,2633.3225806451615,0.04708879987260054,1.1478905226814547e-06,0.12950995763142903
AC_GAIL,ipinyou,0.2,0.5,25536.0,62.0,0.1636262278695144,1305.6774193548388,0.04748492934084396,2.0212746796807292e-06,0.09146548509597778
PPO_GAIL,ipinyou,0.2,0.5,58559.0,124.0,0.3752266712801883,2643.467741935484,0.046908081393575156,1.1447166517593224e-06,0.10884707768758138
PPO,ipinyou,0.2,0.5,69240.0,144.0,0.4436669806424333,3987.652777777778,0.03611146908338587,7.726401646792239e-07,0.33862006266911826
DRLB,ipinyou,0.2,0.5,117037.0,301.0,0.7499343213958466,15543.588039867109,0.01936489819647674,1.6028964126085183e-07,0.06215777397155762
Lin,ipinyou,0.2,0.5,88506.0,199.0,0.5671171257763427,6958.62311557789,0.028597611437600288,4.095400419827918e-07,0.0026429255803426107
Gamma,ipinyou,0.2,0.5,109190.0,283.0,0.6996533451228978,17371.636042402828,0.016290923854795185,1.4231666483724184e-07,0.006491227944691976
Uniform,ipinyou,0.2,0.5,131325.0,322.0,0.8414870917500491,12122.32298136646,0.026562565648098523,2.155786439242138e-07,0.011432460943857829
Normal,ipinyou,0.2,0.5,78041.0,207.0,0.5000608728532282,16294.048309178745,0.012704025179757997,1.482598408396736e-07,0.004953428109486898
IIBidder,ipinyou,0.3,0.03125,58188.0,115.0,0.3728494261932685,2206.608695652174,0.05211617276166457,1.4692994411777605e-06,0.1275791088740031
AC_GAIL,ipinyou,0.3,0.03125,28338.0,62.0,0.18158051556102353,995.6451612903226,0.06227118094929532,2.9415278723638998e-06,0.09001750151316325
PPO_GAIL,ipinyou,0.3,0.03125,23217.0,41.0,0.14876684415908967,7342.585365853659,0.005583864259946985,4.941664867132919e-07,0.11375051736831665
PPO,ipinyou,0.3,0.03125,33164.0,56.0,0.2125039246970776,5375.660714285715,0.01041732411630464,7.059063327666619e-07,0.33561121225357055
DRLB,ipinyou,0.3,0.03125,89358.0,186.0,0.572576459506738,11893.048387096775,0.01563938814894578,2.58837596692537e-07,0.061785749594370526
Lin,ipinyou,0.3,0.03125,27428.0,41.0,0.17574953704590635,7495.4390243902435,0.005469993134035983,5.718909940220764e-07,0.0019781112670898436
Gamma,ipinyou,0.3,0.03125,7094.0,8.0,0.04545600174288434,38306.125,0.00020884388593208006,1.4833137567061514e-07,0.005548012256622314
Uniform,ipinyou,0.3,0.03125,11357.0,16.0,0.07277189340202445,19208.3125,0.0008329727038749499,2.3678515942649973e-07,0.01066904067993164
Normal,ipinyou,0.3,0.03125,7211.0,7.0,0.046205698980538126,43904.42857142857,0.00015943721915459227,1.5034506437859547e-07,0.004676024119059245
IIBidder,ipinyou,0.3,0.0625,58159.0,109.0,0.3726636038010296,2284.064220183486,0.0477219506513016,1.4968634046064259e-06,0.12736155986785888
AC_GAIL,ipinyou,0.3,0.0625,28467.0,64.0,0.18240710482305236,975.296875,0.0656210448741569,2.92230097923793e-06,0.09583437442779541
PPO_GAIL,ipinyou,0.3,0.0625,58195.0,109.0,0.37289427987415374,2291.422018348624,0.047568714591716216,1.4929805211865303e-06,0.1127789576848348
PPO,ipinyou,0.3,0.0625,52693.0,104.0,0.33763928669832116,5634.3942307692305,0.01845806234715697,5.761988724784781e-07,0.3414102872212728
DRLB,ipinyou,0.3,0.0625,26883.0,63.0,0.1722573576055825,764.1746031746031,0.08244189186382236,3.5780353863611013e-06,0.060075795650482176
Lin,ipinyou,0.3,0.0625,49780.0,86.0,0.31897374778141263,7147.1511627906975,0.01203276634860206,5.189476174136916e-07,0.0021942615509033202
Gamma,ipinyou,0.3,0.0625,14001.0,22.0,0.08971376943927878,27910.409090909092,0.0007882363862293149,1.4610673020212202e-07,0.005635587374369303
Uniform,ipinyou,0.3,0.0625,21557.0,39.0,0.13813011412060197,15760.74358974359,0.002474502537137874,2.2472275992542647e-07,0.010426918665568033
Normal,ipinyou,0.3,0.0625,14285.0,15.0,0.0915335473494831,40977.933333333334,0.00036605067117424176,1.4891518418772234e-07,0.004742753505706787
IIBidder,ipinyou,0.3,0.125,42530.0,105.0,0.2725181497215871,11649.904761904761,0.009012949216833982,2.227838770164376e-07,0.1298541784286499
AC_GAIL,ipinyou,0.3,0.125,28467.0,64.0,0.18240710482305236,975.296875,0.0656210448741569,2.92230097923793e-06,0.09310556650161743
PPO_GAIL,ipinyou,0.3,0.125,58195.0,109.0,0.37289427987415374,2291.422018348624,0.047568714591716216,1.4929805211865303e-06,0.11082687775293985
PPO,ipinyou,0.3,0.125,77202.0,152.0,0.4946848388150944,7082.1973684210525,0.02146226546548332,4.5953329866687077e-07,0.3370271722475688
DRLB,ipinyou,0.3,0.125,22286.0,51.0,0.14280130460134707,946.8235294117648,0.05386431411530815,2.957283478324782e-06,0.07332392930984497
Lin,ipinyou,0.3,0.125,81222.0,160.0,0.5204436669811238,6594.125,0.024264022899171612,4.932834786468293e-07,0.003903623421986898
Gamma,ipinyou,0.3,0.125,28260.0,49.0,0.18108071740254972,25075.530612244896,0.0019540962365945823,1.4737573860731758e-07,0.009156692028045654
Uniform,ipinyou,0.3,0.125,43545.0,80.0,0.2790219334499037,15366.775,0.005206037050714935,2.2696851929723683e-07,0.016541473070780435
Normal,ipinyou,0.3,0.125,29859.0,54.0,0.1913265796504737,22765.48148148148,0.002372012208216468,1.5563408185432924e-07,0.008156410853068034
IIBidder,ipinyou,0.3,0.25,73087.0,178.0,0.46831728212324547,13481.230337078652,0.013203542670021032,1.9515992985805294e-07,0.1621909221013387
AC_GAIL,ipinyou,0.3,0.25,28467.0,64.0,0.18240710482305236,975.296875,0.0656210448741569,2.92230097923793e-06,0.09680763085683187
PPO_GAIL,ipinyou,0.3,0.25,58195.0,109.0,0.37289427987415374,2291.422018348624,0.047568714591716216,1.4929805211865303e-06,0.107901398340861
PPO,ipinyou,0.3,0.25,66381.0,126.0,0.42534745583514344,3482.468253968254,0.03618123434619215,9.693623065084367e-07,0.33300544023513795
DRLB,ipinyou,0.3,0.25,45796.0,94.0,0.2934455956889207,1257.3617021276596,0.07475971300934073,2.4827872926164268e-06,0.056189775466918945
Lin,ipinyou,0.3,0.25,81222.0,160.0,0.5204436669811238,6594.125,0.024264022899171612,4.932834786468293e-07,0.0024767597516377766
Gamma,ipinyou,0.3,0.25,58084.0,115.0,0.3721830286489106,21374.38260869565,0.0053802723617951435,1.5141369093148914e-07,0.008182426293691
Uniform,ipinyou,0.3,0.25,94986.0,210.0,0.6086388189384814,11708.004761904762,0.017936446411714248,2.475468834462386e-07,0.011628274122873943
Normal,ipinyou,0.3,0.25,64152.0,139.0,0.4110647623078675,17688.338129496402,0.007858284875740184,1.6718927615514978e-07,0.004998151461283366
IIBidder,ipinyou,0.3,0.5,58737.0,110.0,0.3763672363084144,2354.4363636363637,0.04672031136577757,1.453222683322835e-06,0.12725176016489664
AC_GAIL,ipinyou,0.3,0.5,28467.0,64.0,0.18240710482305236,975.296875,0.0656210448741569,2.92230097923793e-06,0.0907629648844401
PPO_GAIL,ipinyou,0.3,0.5,58195.0,109.0,0.37289427987415374,2291.422018348624,0.047568714591716216,1.4929805211865303e-06,0.11028694311777751
PPO,ipinyou,0.3,0.5,66381.0,126.0,0.42534745583514344,3482.468253968254,0.03618123434619215,9.693623065084367e-07,0.33500328461329143
DRLB,ipinyou,0.3,0.5,103078.0,244.0,0.6604896740418938,14743.20081967213,0.01655000179299099,1.8360496656888902e-07,0.05996756951014201
Lin,ipinyou,0.3,0.5,81222.0,160.0,0.5204436669811238,6594.125,0.024264022899171612,4.932834786468293e-07,0.002474061648050944
Gamma,ipinyou,0.3,0.5,125491.0,300.0,0.8041047525667285,16388.66,0.018305340400008297,1.6354901347776014e-07,0.007214156786600748
Uniform,ipinyou,0.3,0.5,134327.0,304.0,0.8607229131810276,11271.927631578947,0.02696965505246207,2.511837783959766e-07,0.011785010496775309
Normal,ipinyou,0.3,0.5,78049.0,166.0,0.5001121342028111,17756.180722891568,0.009348857312878664,1.6967183129268788e-07,0.005535264809926351
IIBidder,ipinyou,0.4,0.03125,55834.0,102.0,0.3577657740784174,1789.5588235294117,0.05699728819130578,1.959984518467239e-06,0.12671279509862263
AC_GAIL,ipinyou,0.4,0.03125,29620.0,68.0,0.1897951468317283,674.8529411764706,0.1007626933972543,4.1358715805562934e-06,0.09171905517578124
PPO_GAIL,ipinyou,0.4,0.03125,55869.0,102.0,0.35799004248284366,1795.6568627450981,0.056803725765327016,1.9545528834980026e-06,0.11254848639170328
PPO,ipinyou,0.4,0.03125,37416.0,74.0,0.23974933200053827,4018.7837837837837,0.01841353105349877,8.061781902570304e-07,0.33881962299346924
