method,dataset,mask,budget,click,win_rate,ecpc,cer,wrc
AC_GAIL,ipinyou,0.2,0.0625,62.0,0.1636262278695144,1305.6774193548388,0.0474849293408439,2.0212746796807292e-06
AC_GAIL,ipinyou,0.2,0.125,62.0,0.1636262278695144,1305.6774193548388,0.0474849293408439,2.0212746796807292e-06
AC_GAIL,ipinyou,0.2,0.25,62.0,0.1636262278695144,1305.6774193548388,0.0474849293408439,2.0212746796807292e-06
AC_GAIL,ipinyou,0.2,0.5,62.0,0.1636262278695144,1305.6774193548388,0.0474849293408439,2.0212746796807292e-06
AC_GAIL,ipinyou,0.3,0.03125,62.0,0.1815805155610235,995.6451612903226,0.0622711809492953,2.9415278723639e-06
AC_GAIL,ipinyou,0.3,0.0625,64.0,0.1824071048230523,975.296875,0.0656210448741569,2.92230097923793e-06
AC_GAIL,ipinyou,0.3,0.125,64.0,0.1824071048230523,975.296875,0.0656210448741569,2.92230097923793e-06
AC_GAIL,ipinyou,0.3,0.25,64.0,0.1824071048230523,975.296875,0.0656210448741569,2.92230097923793e-06
AC_GAIL,ipinyou,0.3,0.5,64.0,0.1824071048230523,975.296875,0.0656210448741569,2.92230097923793e-06
AC_GAIL,ipinyou,0.4,0.03125,68.0,0.1897951468317283,674.8529411764706,0.1007626933972543,4.1358715805562934e-06
AC_GAIL,ipinyou,0.4,0.0625,61.0,0.1890518572627721,739.0819672131148,0.0825348238843048,4.193324843908531e-06
AC_GAIL,ipinyou,0.4,0.125,61.0,0.1890518572627721,739.0819672131148,0.0825348238843048,4.193324843908531e-06
AC_GAIL,ipinyou,0.4,0.25,61.0,0.1890518572627721,739.0819672131148,0.0825348238843048,4.193324843908531e-06
AC_GAIL,ipinyou,0.4,0.5,61.0,0.1890518572627721,739.0819672131148,0.0825348238843048,4.193324843908531e-06
AC_GAIL,ipinyou,0.5,0.03125,39.0,0.1862068523609055,813.2051282051282,0.0479583793157811,5.871255001132132e-06
AC_GAIL,ipinyou,0.5,0.0625,65.0,0.1872320793525691,500.18461538461537,0.1299520177165354,5.7588607084328595e-06
AC_GAIL,ipinyou,0.5,0.125,65.0,0.1872320793525691,500.18461538461537,0.1299520177165354,5.7588607084328595e-06
AC_GAIL,ipinyou,0.5,0.25,65.0,0.1872320793525691,500.18461538461537,0.1299520177165354,5.7588607084328595e-06
AC_GAIL,ipinyou,0.5,0.5,65.0,0.1872320793525691,500.18461538461537,0.1299520177165354,5.7588607084328595e-06
DRLB,ipinyou,0.0,0.03125,67.0,0.1825865195465935,15434.67372881356,0.0179880907539049,1.2621720011334877e-07
DRLB,ipinyou,0.0,0.0625,28.0,0.0857602378526621,15393.023109243695,0.0071906814638172,1.261712070238603e-07
DRLB,ipinyou,0.0,0.125,105.0,0.3366781363936364,15467.557235421167,0.0217749819776226,1.261738798694179e-07
DRLB,ipinyou,0.0,0.25,104.0,0.3337882778108845,15435.612288135591,0.0216244746828103,1.262002892398764e-07
DRLB,ipinyou,0.0,0.5,91.0,0.2704036190512809,15392.039915966388,0.0183099109581941,1.2617751727937836e-07
DRLB,ipinyou,0.1,0.03125,146.0,0.4154155693534028,14928.017676767677,0.0258131386585573,1.410424899821625e-07
DRLB,ipinyou,0.1,0.0625,148.0,0.4482548714301281,15221.081841432226,0.025688055821084,1.4077841635946238e-07
DRLB,ipinyou,0.1,0.125,113.0,0.359393321927683,15553.526178010472,0.0210157114017379,1.410055583387897e-07
DRLB,ipinyou,0.1,0.25,54.0,0.1418017082844749,15239.776923076925,0.0101334445371142,1.408657989784559e-07
DRLB,ipinyou,0.1,0.5,324.0,0.7548105572749477,15588.163588390502,0.0238868699396578,1.4141436100379694e-07
DRLB,ipinyou,0.2,0.03125,50.0,0.1579618487405727,13788.693333333333,0.0217569564242006,1.733193115247487e-07
DRLB,ipinyou,0.2,0.0625,139.0,0.3929438752298753,15493.85761589404,0.0194915951525332,1.602826120467371e-07
DRLB,ipinyou,0.2,0.125,144.0,0.4436669806424333,15523.20265780731,0.0193903285704135,1.6043979689885278e-07
DRLB,ipinyou,0.2,0.25,128.0,0.3918289408764412,15493.17607973422,0.0191895134712037,1.6049164696002878e-07
DRLB,ipinyou,0.2,0.5,71.0,0.2089284455636507,15543.588039867109,0.0193648981964767,1.6028964126085185e-07
DRLB,ipinyou,0.3,0.03125,48.0,0.1467932822001372,12546.967741935485,0.0147954309667461,2.437441000126689e-07
DRLB,ipinyou,0.3,0.0625,63.0,0.1653562984179467,11563.374301675978,0.0154799105633081,2.619231368121101e-07
DRLB,ipinyou,0.3,0.125,51.0,0.1419042309836414,3512.1746031746034,0.0358752095884158,9.626257651923492e-07
DRLB,ipinyou,0.3,0.25,94.0,0.2934455956889207,11248.774011299434,0.015735048088103,2.754608220251266e-07
DRLB,ipinyou,0.3,0.5,109.0,0.3371074501963954,14808.979338842975,0.0159133215129443,1.8360496656888905e-07
DRLB,ipinyou,0.4,0.03125,77.0,0.235955992131383,13437.654822335026,0.0146222619125922,2.151487456690882e-07
DRLB,ipinyou,0.4,0.0625,92.0,0.3333589640081252,14736.116666666669,0.0116677142339326,2.1481927683693487e-07
DRLB,ipinyou,0.4,0.125,91.0,0.3058956959689359,13496.296296296296,0.0120032930845225,2.493111820625024e-07
DRLB,ipinyou,0.4,0.25,83.0,0.2675842448242056,4335.855670103093,0.022371593378636,8.424712086405995e-07
DRLB,ipinyou,0.4,0.5,45.0,0.1463767837347737,14786.553072625698,0.0121055934483731,2.1517602971087618e-07
DRLB,ipinyou,0.5,0.03125,31.0,0.1455566021414429,16376.410714285714,0.0068391054641966,2.604209972183867e-07
DRLB,ipinyou,0.5,0.0625,83.0,0.3063186021029971,12609.921985815605,0.0111816710808048,2.6487327961904545e-07
DRLB,ipinyou,0.5,0.125,52.0,0.144870981590768,12298.632352941177,0.0110581401327502,2.7875385781407065e-07
DRLB,ipinyou,0.5,0.25,51.0,0.144435260119311,11957.62962962963,0.0112898629729662,2.869177072689591e-07
DRLB,ipinyou,0.5,0.5,52.0,0.1467804668627415,12932.345070422536,0.0109802204647915,2.600726458866924e-07
Gamma,ipinyou,0.0,0.03125,10.0,0.0322946502374067,30514.8,0.0003277098326058,1.0583274423363997e-07
Gamma,ipinyou,0.0,0.0625,21.0,0.0631732056925664,29166.809523809523,0.0007199964734866,1.0313942248865137e-07
Gamma,ipinyou,0.0,0.125,47.0,0.1262182580112269,26110.510638297874,0.001800041395248,1.028511042355381e-07
Gamma,ipinyou,0.0,0.25,100.0,0.2503860620389152,24565.33,0.0040707777994433,1.0192660226380645e-07
Gamma,ipinyou,0.0,0.5,266.0,0.5457603660063722,18478.04887218045,0.0143954592738671,1.1103611173802289e-07
Gamma,ipinyou,0.1,0.03125,12.0,0.0351396551392724,25474.416666666668,0.0004710608355441,1.1495080076832775e-07
Gamma,ipinyou,0.1,0.0625,25.0,0.0702857179472382,24524.6,0.0010193846178938,1.1463708757286685e-07
Gamma,ipinyou,0.1,0.125,45.0,0.1389759263887232,27283.155555555557,0.0016493693300383,1.1319636078974514e-07
Gamma,ipinyou,0.1,0.25,105.0,0.2776378770111538,23400.77142857143,0.004487031563062,1.1299500383225209e-07
Gamma,ipinyou,0.1,0.5,267.0,0.6150272646302487,18410.85018726592,0.014502317779147,1.2511496632730796e-07
Gamma,ipinyou,0.2,0.03125,13.0,0.0404580201585257,23548.46153846154,0.0005520530493581,1.321596059142383e-07
Gamma,ipinyou,0.2,0.0625,26.0,0.0790065550450836,23597.0,0.0011018349790227,1.2877542295970417e-07
Gamma,ipinyou,0.2,0.125,47.0,0.1568853603993221,26133.0,0.0017984923277082,1.2773070032047366e-07
Gamma,ipinyou,0.2,0.25,114.0,0.3174038689504231,21557.026315789473,0.0052882989671214,1.2915716776938162e-07
Gamma,ipinyou,0.2,0.5,283.0,0.6996533451228978,17371.636042402828,0.0162909238547951,1.4231666483724184e-07
Gamma,ipinyou,0.3,0.03125,8.0,0.0454560017428843,38306.125,0.000208843885932,1.4833137567061517e-07
Gamma,ipinyou,0.3,0.0625,22.0,0.0897137694392787,27910.409090909092,0.0007882363862293,1.4610673020212205e-07
Gamma,ipinyou,0.3,0.125,49.0,0.1810807174025497,25075.530612244896,0.0019540962365945,1.473757386073176e-07
Gamma,ipinyou,0.3,0.25,115.0,0.3721830286489106,21374.38260869565,0.0053802723617951,1.5141369093148914e-07
Gamma,ipinyou,0.3,0.5,300.0,0.8041047525667285,16388.66,0.0183053404000082,1.6354901347776014e-07
Gamma,ipinyou,0.4,0.03125,9.0,0.0517867784164052,34092.444444444445,0.0002639881107576,1.687789357576954e-07
Gamma,ipinyou,0.4,0.0625,24.0,0.1041374316782574,25586.625,0.0009379900631677,1.6958311826044764e-07
Gamma,ipinyou,0.4,0.125,48.0,0.209665327463831,25598.9375,0.0018750778230541,1.7063316223559985e-07
Gamma,ipinyou,0.4,0.25,123.0,0.4459352953619286,19984.674796747968,0.0061547161137701,1.8141352026326217e-07
Gamma,ipinyou,0.4,0.5,305.0,0.9475083780248558,16120.403278688524,0.0189201222033456,1.9271136039692614e-07
Gamma,ipinyou,0.5,0.03125,10.0,0.0635192198022531,30690.8,0.0003258305420516,2.069650181886858e-07
Gamma,ipinyou,0.5,0.0625,26.0,0.1278906595413758,23627.615384615383,0.0011004072809196,2.0818315520850093e-07
Gamma,ipinyou,0.5,0.125,60.0,0.2521353555934464,20485.866666666665,0.0029288485069381,2.051295166044935e-07
Gamma,ipinyou,0.5,0.25,140.0,0.5492845837901957,17559.164285714287,0.0079730446006419,2.234423716838931e-07
Gamma,ipinyou,0.5,0.5,274.0,0.9999999999977324,15696.967153284671,0.0174556012842687,2.3250574463515838e-07
Lin,ipinyou,0.0,0.03125,26.0,0.1027405599021146,11819.96153846154,0.0021996687481086,3.343124242305704e-07
Lin,ipinyou,0.0,0.0625,68.0,0.1951391425257174,9039.176470588236,0.0075228092095844,3.1747286733193656e-07
Lin,ipinyou,0.0,0.125,130.0,0.3702222820273482,9456.384615384615,0.0137473257790829,3.011577705151165e-07
Lin,ipinyou,0.0,0.25,253.0,0.6331353363704036,8526.256916996048,0.0296730443925136,2.935064278865164e-07
Lin,ipinyou,0.0,0.5,253.0,0.6331353363704036,8526.256916996048,0.0296730443925136,2.935064278865164e-07
Lin,ipinyou,0.1,0.03125,30.0,0.1265322337774234,10244.133333333331,0.0029285054209889,4.117225917189138e-07
Lin,ipinyou,0.1,0.0625,80.0,0.2309387875408214,7683.1375,0.0104124128977257,3.757234390586227e-07
Lin,ipinyou,0.1,0.125,151.0,0.4333762647140124,8141.317880794702,0.0185473656981516,3.525278745033001e-07
Lin,ipinyou,0.1,0.25,224.0,0.6021350352101525,7775.424107142857,0.0288087179443013,3.457178410744433e-07
Lin,ipinyou,0.1,0.5,221.0,0.6032820079070697,7911.095022624434,0.0279354500695512,3.450575215443284e-07
Lin,ipinyou,0.2,0.03125,44.0,0.1507147754432553,6984.409090909091,0.0062997455371379,4.904259989562966e-07
Lin,ipinyou,0.2,0.0625,75.0,0.2700383819354249,8195.506666666666,0.0091513561089572,4.393275370982553e-07
Lin,ipinyou,0.2,0.125,176.0,0.5070003780530116,6984.869318181818,0.0251973218084219,4.124177325281933e-07
Lin,ipinyou,0.2,0.25,199.0,0.5671171257763427,6958.62311557789,0.0285976114376002,4.095400419827918e-07
Lin,ipinyou,0.2,0.5,199.0,0.5671171257763427,6958.62311557789,0.0285976114376002,4.095400419827918e-07
Lin,ipinyou,0.3,0.03125,41.0,0.1757495370459063,7495.4390243902435,0.0054699931340359,5.718909940220764e-07
Lin,ipinyou,0.3,0.0625,86.0,0.3189737477814126,7147.1511627906975,0.012032766348602,5.189476174136916e-07
Lin,ipinyou,0.3,0.125,160.0,0.5204436669811238,6594.125,0.0242640228991716,4.932834786468293e-07
Lin,ipinyou,0.3,0.25,160.0,0.5204436669811238,6594.125,0.0242640228991716,4.932834786468293e-07
Lin,ipinyou,0.3,0.5,160.0,0.5204436669811238,6594.125,0.0242640228991716,4.932834786468293e-07
Lin,ipinyou,0.4,0.03125,52.0,0.2075572044622257,5909.903846153846,0.0087987895156435,6.753891103988601e-07
Lin,ipinyou,0.4,0.0625,105.0,0.3790136034808895,5853.942857142857,0.0179366287923158,6.166191667006519e-07
Lin,ipinyou,0.4,0.125,132.0,0.4681186443941153,5882.083333333333,0.0224410285471417,6.029077055955944e-07
Lin,ipinyou,0.4,0.25,132.0,0.4681186443941153,5882.083333333333,0.0224410285471417,6.029077055955944e-07
Lin,ipinyou,0.4,0.5,132.0,0.4681186443941153,5882.083333333333,0.0224410285471417,6.029077055955944e-07
Lin,ipinyou,0.5,0.03125,54.0,0.2482779390373082,5691.351851851852,0.0094880797050756,8.078466648140882e-07
Lin,ipinyou,0.5,0.0625,113.0,0.4082582034181801,4712.460176991151,0.0239789824753806,7.666705540915444e-07
Lin,ipinyou,0.5,0.125,113.0,0.4082582034181801,4712.460176991151,0.0239789824753806,7.666705540915444e-07
Lin,ipinyou,0.5,0.25,113.0,0.4082582034181801,4712.460176991151,0.0239789824753806,7.666705540915444e-07
Lin,ipinyou,0.5,0.5,113.0,0.4082582034181801,4712.460176991151,0.0239789824753806,7.666705540915444e-07
Normal,ipinyou,0.0,0.03125,12.0,0.0323523192556878,25610.916666666668,0.0004685501950665,1.0526864929241705e-07
Normal,ipinyou,0.0,0.0625,29.0,0.0641023176537623,21195.51724137931,0.0013682138383197,1.0428736989565507e-07
Normal,ipinyou,0.0,0.125,62.0,0.1268718402184115,19828.08064516129,0.003126878547124,1.0320313096074366e-07
Normal,ipinyou,0.0,0.25,130.0,0.2781504905069871,18912.915384615382,0.0068736097717514,1.1313005500392165e-07
Normal,ipinyou,0.0,0.5,263.0,0.5011053228509795,16188.342205323192,0.016246258984661,1.17698489982929e-07
Normal,ipinyou,0.1,0.03125,7.0,0.0359213907204156,43904.71428571428,0.000159436181601,1.1688100763802025e-07
Normal,ipinyou,0.1,0.0625,35.0,0.0707406624247893,17562.0,0.001992939300763,1.1508722147622193e-07
Normal,ipinyou,0.1,0.125,46.0,0.1405586205571017,26724.804347826088,0.0017212474000297,1.1433655963406557e-07
Normal,ipinyou,0.1,0.25,148.0,0.3127006401261524,16612.70945945946,0.0089088417732922,1.2718227379889968e-07
Normal,ipinyou,0.1,0.5,232.0,0.5009515388022309,16466.775862068964,0.0140889753976921,1.3112912280062126e-07
Normal,ipinyou,0.2,0.03125,17.0,0.0405413198515984,18078.235294117647,0.0009403572706862,1.319146189815456e-07
Normal,ipinyou,0.2,0.0625,25.0,0.0812428314206516,24586.72,0.0010168090741668,1.3217351711924426e-07
Normal,ipinyou,0.2,0.125,60.0,0.1618577113088837,20489.016666666663,0.002928398223113,1.316621761650215e-07
Normal,ipinyou,0.2,0.25,144.0,0.3564650173329216,17074.1875,0.0084337834523604,1.449820970547735e-07
Normal,ipinyou,0.2,0.5,207.0,0.5000608728532282,16294.048309178745,0.0127040251797579,1.482598408396736e-07
Normal,ipinyou,0.3,0.03125,7.0,0.0462056989805381,43904.42857142857,0.0001594372191545,1.503450643785955e-07
Normal,ipinyou,0.3,0.0625,15.0,0.0915335473494831,40977.933333333334,0.0003660506711742,1.4891518418772234e-07
Normal,ipinyou,0.3,0.125,54.0,0.1913265796504737,22765.48148148148,0.0023720122082164,1.5563408185432924e-07
Normal,ipinyou,0.3,0.25,139.0,0.4110647623078675,17688.338129496402,0.0078582848757401,1.671892761551498e-07
Normal,ipinyou,0.3,0.5,166.0,0.5001121342028111,17756.180722891568,0.0093488573128786,1.696718312926879e-07
Normal,ipinyou,0.4,0.03125,13.0,0.0528248207454642,23641.07692307692,0.0005498903473094,1.7188082264072406e-07
Normal,ipinyou,0.4,0.0625,26.0,0.1073797120393961,23640.96153846154,0.0010997860623266,1.746963175703775e-07
Normal,ipinyou,0.4,0.125,68.0,0.2304582123884798,18078.54411764706,0.0037613648287985,1.8746483879450845e-07
Normal,ipinyou,0.4,0.25,157.0,0.4867329219615625,15660.216560509554,0.0100254041438933,1.979672300216145e-07
Normal,ipinyou,0.4,0.5,163.0,0.5008746467778565,15488.042944785277,0.0105242476781019,1.9840147684790545e-07
Normal,ipinyou,0.5,0.03125,9.0,0.0655504507794882,34148.22222222222,0.000263556912024,2.132873381385993e-07
Normal,ipinyou,0.5,0.0625,26.0,0.1288133638338718,23641.0,0.0010997842730848,2.0956643743735922e-07
Normal,ipinyou,0.5,0.125,63.0,0.2812774328315703,19513.349206349205,0.0032285590409821,2.288034262516017e-07
Normal,ipinyou,0.5,0.25,134.0,0.5009771694770223,15667.835820895523,0.0085525532391199,2.3861850710268796e-07
Normal,ipinyou,0.5,0.5,134.0,0.5009771694770223,15667.835820895523,0.0085525532391199,2.3861850710268796e-07
PPO,ipinyou,0.0,0.03125,34.0,0.0786989869475789,8651.029411764706,0.0039301681200809,2.6756076953636565e-07
PPO,ipinyou,0.0,0.0625,64.0,0.1305178037074772,9397.96875,0.0068099822102515,2.169980276779843e-07
PPO,ipinyou,0.0,0.125,105.0,0.3374150182938946,4834.447619047619,0.0217191307619721,6.647039368143593e-07
PPO,ipinyou,0.0,0.25,105.0,0.3374150182938946,12670.699481865286,0.0152319925412348,1.485863181759075e-07
PPO,ipinyou,0.0,0.5,105.0,0.3374150182938946,14032.291545189504,0.0217191307619721,1.3280958406506998e-07
PPO,ipinyou,0.1,0.03125,44.0,0.0879260298725515,6741.045454545455,0.0065271774677518,2.964404963910088e-07
PPO,ipinyou,0.1,0.0625,82.0,0.2306119964373364,6095.948979591837,0.0160762500355706,4.519990133931446e-07
PPO,ipinyou,0.1,0.125,85.0,0.2309900488905122,7413.0,0.021179009847565,3.7039623051581963e-07
PPO,ipinyou,0.1,0.25,82.0,0.2306119964373364,4872.127516778523,0.030582122386345,6.189059445926321e-07
PPO,ipinyou,0.1,0.5,85.0,0.2309900488905122,4894.891891891892,0.0302356013715345,6.198892571730302e-07
PPO,ipinyou,0.2,0.03125,31.0,0.0958907620640382,9636.41935483871,0.0032169625312574,3.2099582586236453e-07
PPO,ipinyou,0.2,0.0625,104.0,0.270384396045187,5689.182692307692,0.0182803059111843,5.157757711684172e-07
PPO,ipinyou,0.2,0.125,104.0,0.270384396045187,7065.993902439024,0.0232097567963355,4.113588573159124e-07
PPO,ipinyou,0.2,0.25,104.0,0.270384396045187,3987.652777777778,0.0361114690833858,7.726401646792239e-07
PPO,ipinyou,0.2,0.5,104.0,0.270384396045187,3987.652777777778,0.0361114690833858,7.726401646792239e-07
PPO,ipinyou,0.3,0.03125,32.0,0.1034646264649533,9407.3125,0.0034016091205644,3.4369747757712865e-07
PPO,ipinyou,0.3,0.0625,94.0,0.2928945361809014,5634.3942307692305,0.0184580623471569,5.761988724784781e-07
PPO,ipinyou,0.3,0.125,94.0,0.2928945361809014,7082.1973684210525,0.0214622654654833,4.595332986668708e-07
PPO,ipinyou,0.3,0.25,94.0,0.2928945361809014,3482.468253968254,0.0361812343461921,9.693623065084369e-07
PPO,ipinyou,0.3,0.5,94.0,0.2928945361809014,3482.468253968254,0.0361812343461921,9.693623065084369e-07
PPO,ipinyou,0.4,0.03125,38.0,0.1095455040592582,7977.368421052632,0.0047634756218248,3.613693476916877e-07
PPO,ipinyou,0.4,0.0625,87.0,0.2986229919968217,5868.151515151515,0.0168707300321716,6.360274094956477e-07
PPO,ipinyou,0.4,0.125,87.0,0.2986229919968217,3019.121495327103,0.0354407731406672,1.2273401188060306e-06
PPO,ipinyou,0.4,0.25,87.0,0.2986229919968217,3019.121495327103,0.0354407731406672,1.2273401188060306e-06
PPO,ipinyou,0.4,0.5,87.0,0.2986229919968217,3019.121495327103,0.0354407731406672,1.2273401188060306e-06
PPO,ipinyou,0.5,0.03125,55.0,0.2662450420663451,5240.517857142857,0.0106859668312496,9.072339567938864e-07
PPO,ipinyou,0.5,0.0625,82.0,0.2903378763704403,5139.761904761905,0.0204289618752026,7.160963811694133e-07
PPO,ipinyou,0.5,0.125,82.0,0.2903378763704403,2395.2340425531916,0.0392445992040932,1.591643366558246e-06
PPO,ipinyou,0.5,0.25,82.0,0.2903378763704403,2395.2340425531916,0.0392445992040932,1.591643366558246e-06
PPO,ipinyou,0.5,0.5,82.0,0.2903378763704403,2395.2340425531916,0.0392445992040932,1.591643366558246e-06
PPO_GAIL,ipinyou,0.0,0.03125,48.0,0.1039003479364103,6128.145833333333,0.0078327117704852,3.532211277079133e-07
PPO_GAIL,ipinyou,0.0,0.0625,76.0,0.1766466106636423,7914.223684210527,0.0096029633521258,2.936861025762116e-07
PPO_GAIL,ipinyou,0.0,0.125,138.0,0.291997462563196,8796.41304347826,0.0156882128337884,2.405439161739971e-07
PPO_GAIL,ipinyou,0.0,0.25,217.0,0.45013872602731,10818.603686635945,0.0200580413411443,1.9174119594609812e-07
PPO_GAIL,ipinyou,0.0,0.5,251.0,0.6279451247252718,13341.58092485549,0.02593395804806,1.5741460669084352e-07
PPO_GAIL,ipinyou,0.1,0.03125,48.0,0.1190544844069383,6179.375,0.0077677758673004,4.01383919648489e-07
PPO_GAIL,ipinyou,0.1,0.0625,80.0,0.1960298084747826,7548.55,0.0105980618794337,3.246150063170785e-07
PPO_GAIL,ipinyou,0.1,0.125,85.0,0.231002864227908,3803.353448275862,0.0304994004836929,8.478608561089896e-07
PPO_GAIL,ipinyou,0.1,0.25,82.0,0.2306312194434301,3610.808695652174,0.0318488210517696,8.75299984709792e-07
PPO_GAIL,ipinyou,0.1,0.5,85.0,0.231002864227908,3650.745614035088,0.0312264978314932,8.742271922438914e-07
PPO_GAIL,ipinyou,0.2,0.03125,42.0,0.1334781466459059,7112.833333333333,0.005904819926424,4.468052267896255e-07
PPO_GAIL,ipinyou,0.2,0.0625,76.0,0.2173929759135734,7983.618421052632,0.0095194930408484,3.582879018938013e-07
PPO_GAIL,ipinyou,0.2,0.125,124.0,0.3765402433632573,7065.993902439024,0.0232097567963355,4.113643867787363e-07
PPO_GAIL,ipinyou,0.2,0.25,104.0,0.270384396045187,2646.516129032258,0.0468540503644474,1.1439838781999622e-06
PPO_GAIL,ipinyou,0.2,0.5,104.0,0.270384396045187,2643.467741935484,0.0469080813935751,1.1447166517593224e-06
PPO_GAIL,ipinyou,0.3,0.03125,41.0,0.1487668441590896,7342.585365853659,0.0055838642599469,4.941664867132919e-07
PPO_GAIL,ipinyou,0.3,0.0625,104.0,0.3376392866983211,5634.3942307692305,0.0184580623471569,5.761988724784781e-07
PPO_GAIL,ipinyou,0.3,0.125,109.0,0.3728942798741537,7042.743421052632,0.0215824985964463,4.622393220405552e-07
PPO_GAIL,ipinyou,0.3,0.25,109.0,0.3728942798741537,7330.71974522293,0.0214167237947282,4.468743223529747e-07
